,Region/Country/Area,"Population, density and surface area",Year,Series,Value,Footnotes,Source
6411,534,Sint Maarten (Dutch part),2024,Population mid-year estimates for females (millions),0.02,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6412,534,Sint Maarten (Dutch part),2024,Sex ratio (males per 100 females),94.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6413,534,Sint Maarten (Dutch part),2024,Population aged 0 to 14 years old (percentage),15.1,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6414,534,Sint Maarten (Dutch part),2024,Population aged 60+ years old (percentage),21.5,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6415,534,Sint Maarten (Dutch part),2024,Population density,"1,275.0",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6416,703,Slovakia,2010,Population mid-year estimates (millions),5.39,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6417,703,Slovakia,2010,Population mid-year estimates for males (millions),2.62,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6418,703,Slovakia,2010,Population mid-year estimates for females (millions),2.77,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6419,703,Slovakia,2010,Sex ratio (males per 100 females),94.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6420,703,Slovakia,2010,Population aged 0 to 14 years old (percentage),15.5,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6421,703,Slovakia,2010,Population aged 60+ years old (percentage),17.9,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6422,703,Slovakia,2010,Population density,110.0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6423,703,Slovakia,2015,Population mid-year estimates (millions),5.42,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6424,703,Slovakia,2015,Population mid-year estimates for males (millions),2.64,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6425,703,Slovakia,2015,Population mid-year estimates for females (millions),2.78,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6426,703,Slovakia,2015,Sex ratio (males per 100 females),95.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6427,703,Slovakia,2015,Population aged 0 to 14 years old (percentage),15.3,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6428,703,Slovakia,2015,Population aged 60+ years old (percentage),20.8,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6429,703,Slovakia,2015,Population density,110.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6430,703,Slovakia,2022,Population mid-year estimates (millions),5.47,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6431,703,Slovakia,2022,Population mid-year estimates for males (millions),2.67,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6432,703,Slovakia,2022,Population mid-year estimates for females (millions),2.80,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6433,703,Slovakia,2022,Sex ratio (males per 100 females),95.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6434,703,Slovakia,2022,Population aged 0 to 14 years old (percentage),16.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6435,703,Slovakia,2022,Population aged 60+ years old (percentage),23.9,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
